NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,TARGET,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_REGISTRATION,DAYS_LAST_PHONE_CHANGE
Cash loans,M,N,Working,Secondary / secondary special,0,0.6134790897284914,0.3108182544189319,-2456.0,-379.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.2746462552988685,0.5147465544741232,-8632.0,-731.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.4386622074457473,0.4596904504249018,-2448.0,0.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.6084165669938029,0.511891801533151,-4586.0,-603.0
Cash loans,F,N,Working,Incomplete higher,0,0.5397659218869771,0.2032521136204725,-1605.0,-1531.0
Revolving loans,F,N,Working,Secondary / secondary special,0,0.401103574585424,0.6347055309763198,-8077.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.3542447410483939,0.5147465544741232,-9931.0,-11.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.7318384329492704,0.7352209993926424,-5670.0,-650.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.6255041589917217,0.5147465544741232,-6338.0,-191.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.7476475108287055,0.5726825047161584,-4022.0,-1403.0
Cash loans,F,N,Commercial associate,Higher education,0,0.5402276344664533,0.6430255641096323,-532.0,-537.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.7170470585694896,0.2955826421513093,-5389.0,-1006.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,1,0.4734850024334757,0.5147465544741232,-281.0,-2099.0
Cash loans,F,N,Working,Lower secondary,1,0.0776460309260786,0.4614823912998385,-2450.0,-561.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.7479320827285908,0.2764406945454034,-64.0,-1365.0
Cash loans,F,Y,Working,Secondary / secondary special,1,0.2867647696261356,0.5147465544741232,-7519.0,-565.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.5890119509375292,0.6363761710860439,-9735.0,-689.0
Cash loans,F,N,Pensioner,Higher education,0,0.2653117484731741,0.5147465544741232,-1900.0,-1076.0
Cash loans,M,N,Working,Higher education,0,0.6169784157812577,0.5779691187553125,-8176.0,-2987.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.6537902755461374,0.5147465544741232,-6379.0,-1270.0
Cash loans,F,N,Pensioner,Higher education,0,0.4045069836334951,0.6413682574954046,-7065.0,-2350.0
Cash loans,F,N,Commercial associate,Higher education,0,0.5827567455925489,0.6313545365850379,-3338.0,-739.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.2629994529000779,0.5147465544741232,-2777.0,-2353.0
Revolving loans,M,Y,Working,Secondary / secondary special,0,0.414861477635626,0.7826078370261895,-2721.0,-151.0
Cash loans,F,N,Working,Lower secondary,0,0.3985952469819609,0.6848276586890367,-6019.0,-723.0
Revolving loans,F,N,Working,Higher education,0,0.522908526661574,0.0673395087140309,-4097.0,0.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.3642511972862624,0.633031641417419,-5476.0,-1039.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.147113201691613,0.6313545365850379,-915.0,-2208.0
Cash loans,M,N,Commercial associate,Higher education,0,0.1226711046678712,0.158554899794863,-5302.0,-1492.0
Cash loans,M,Y,Working,Higher education,0,0.6013611860417712,0.7688075728291359,-3161.0,-1909.0
Cash loans,M,N,Working,Secondary / secondary special,1,0.2037746260750502,0.5495965024956946,-9093.0,0.0
Revolving loans,F,Y,Pensioner,Secondary / secondary special,0,0.4547616347629768,0.5147465544741232,-11588.0,-252.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.1734422183176054,0.8224987619370829,-12041.0,-534.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6679864871584188,0.5147465544741232,-2967.0,-2966.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.7133992975601597,0.6610235391308081,-1645.0,-2572.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.6943473387321882,0.7583930617144343,-6253.0,-2718.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6666951810872764,0.7394117535524816,-4.0,-500.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.7382012251827913,0.4740512892789932,-7820.0,-2385.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6690186859529565,0.5147465544741232,-231.0,-914.0
Cash loans,F,N,Working,Higher education,0,0.5844200591163679,0.0988592803548219,-1465.0,-702.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.7378926001978381,0.3539876078507373,-2656.0,-593.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,0,0.5251938517438115,0.7016957740576931,-5922.0,-1931.0
Revolving loans,F,N,State servant,Secondary / secondary special,0,0.4281376269291586,0.7726311345553628,-7542.0,-327.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6760353883277034,0.0932250953774744,-587.0,-557.0
Cash loans,F,N,Working,Higher education,0,0.5074472445466264,0.7490217048463391,-316.0,-1735.0
Cash loans,F,N,Working,Higher education,0,0.5797974793322076,0.3296550543128238,-1470.0,-1787.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.7464119086004227,0.5147465544741232,-6239.0,-3.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.3719569947655391,0.7136313997323308,-1288.0,-3.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5384510278356376,0.4241303111942548,-10277.0,-660.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.4325334264964473,0.501075160239048,-9157.0,0.0
Cash loans,F,Y,Working,Higher education,1,0.0290919191910782,0.3672910183026313,-1154.0,-1454.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4155942227371269,0.1393757800997895,-3316.0,-1102.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4889605487889992,0.8027454758994178,-12214.0,-532.0
Cash loans,M,Y,Commercial associate,Higher education,0,0.7447111226611651,0.2458512138252296,-1903.0,-450.0
Cash loans,M,N,Working,Higher education,0,0.5731719236039885,0.813917469762627,-2581.0,-939.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,1,0.0117949163241177,0.0720131886405828,-7122.0,-30.0
Cash loans,M,N,Working,Higher education,0,0.7257399377938596,0.4956658291397297,-685.0,-2040.0
Cash loans,F,N,Working,Higher education,0,0.5351397312223216,0.3656165070113335,-69.0,-1106.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.7795143611022233,0.5971924268337128,-3054.0,-1488.0
Cash loans,F,Y,State servant,Secondary / secondary special,0,0.4850598397226959,0.5638350489514956,-2323.0,-498.0
Cash loans,F,N,State servant,Secondary / secondary special,0,0.256461732187317,0.164414178829907,-315.0,-821.0
Cash loans,M,Y,Commercial associate,Higher education,0,0.5360371988846927,0.3457848024695955,-7388.0,-1819.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.4377900889935155,0.1766525794312139,-8944.0,-207.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.7478578670963693,0.6894791426446275,-2939.0,-115.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4088177602505925,0.7062051096536562,-8017.0,-348.0
Revolving loans,M,Y,Commercial associate,Secondary / secondary special,0,0.6788736746847157,0.2176285202779586,-595.0,-595.0
Revolving loans,F,N,Working,Secondary / secondary special,0,0.3743047371021772,0.172495466777331,-2865.0,-995.0
Revolving loans,F,N,Commercial associate,Secondary / secondary special,0,0.6934602008242774,0.7295666907060153,-7739.0,-720.0
Cash loans,M,N,Commercial associate,Higher education,0,0.4744118514134077,0.4048783643353997,-267.0,-2.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.7498278876467961,0.4118485559242397,-6898.0,-476.0
Cash loans,M,N,Pensioner,Higher education,0,0.6261032932674658,0.6706517530862718,-6112.0,-1208.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.6742416352591094,0.8435435389318647,-333.0,0.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.6968291993116148,0.5406544504453575,-3291.0,-2367.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6598480491031922,0.8193176922872417,-5928.0,-785.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.6182333742918461,0.7826078370261895,-6176.0,0.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.6257039132612154,0.5424451438613613,-5144.0,-1523.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.1529689315345611,0.4632753280912678,-8972.0,-659.0
Revolving loans,F,N,Working,Secondary / secondary special,1,0.1927954439154739,0.2896112383820055,-400.0,-723.0
Revolving loans,M,N,Working,Secondary / secondary special,0,0.6726931782505198,0.7062051096536562,-2558.0,-338.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.4965851268856524,0.5147465544741232,-4479.0,-1182.0
Cash loans,M,Y,Pensioner,Secondary / secondary special,0,0.6378259552950253,0.228883416700673,-1574.0,-195.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.6230832466981959,0.0739651461172267,-1658.0,-981.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5897793109287941,0.4014074137749511,-3698.0,0.0
Cash loans,F,N,Working,Higher education,0,0.613634637014693,0.3031463744186309,-4548.0,-779.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.0766666631293434,0.8327850252992314,-8504.0,-591.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.7348318250169911,0.7503751495159068,-10320.0,-1790.0
Cash loans,F,Y,Commercial associate,Higher education,0,0.7279844570594195,0.6706517530862718,-4971.0,-484.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.4960439336797346,0.5147465544741232,-6282.0,-1713.0
Cash loans,M,Y,State servant,Secondary / secondary special,0,0.3000509744335736,0.7610263695502636,-9388.0,-562.0
Cash loans,F,Y,Pensioner,Secondary / secondary special,0,0.6880745406976003,0.4365064990977374,-8878.0,-809.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5449004856605904,0.5136937663039473,-9893.0,-581.0
Cash loans,M,Y,Pensioner,Secondary / secondary special,0,0.3738183309920813,0.3201633668633456,-7842.0,-379.0
Cash loans,F,Y,Working,Higher education,0,0.6178203925127677,0.2851799046358216,-2628.0,-606.0
Cash loans,F,Y,Pensioner,Secondary / secondary special,0,0.7423760172491716,0.6738300778602003,-11562.0,-1864.0
Cash loans,M,Y,Working,Secondary / secondary special,1,0.1691493245278404,0.1491674613233488,-502.0,-1446.0
Revolving loans,F,N,Commercial associate,Secondary / secondary special,0,0.5207150204227939,0.1411151004466126,-977.0,-858.0
Cash loans,F,N,State servant,Secondary / secondary special,0,0.8029276287278295,0.5147465544741232,-3879.0,-780.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.3284426117670031,0.2851799046358216,-1419.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.2206047627669316,0.5147465544741232,-7821.0,-729.0
Cash loans,F,N,Working,Higher education,0,0.6906780826372135,0.3031463744186309,-1536.0,-1423.0
Cash loans,M,N,Working,Lower secondary,0,0.3240541247897818,0.6144143775673561,-2315.0,-344.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.0107412492244956,0.6279908192952864,-8702.0,-1492.0
Cash loans,F,N,Working,Higher education,0,0.7104978085011537,0.5147465544741232,-7948.0,-1047.0
Cash loans,F,N,Working,Incomplete higher,0,0.1317080540147726,0.5147465544741232,-1967.0,-779.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5058019993199886,0.7610263695502636,-6881.0,-1866.0
Cash loans,M,N,Pensioner,Secondary / secondary special,0,0.3374170493881942,0.6127042441012546,-10981.0,-2136.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.0251830809852345,0.0844731375275294,-5305.0,-556.0
Cash loans,F,Y,Pensioner,Secondary / secondary special,0,0.0261715407935011,0.5046813193144684,-34.0,-301.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.4553093257435243,0.5832379256761245,-7885.0,-1465.0
Cash loans,F,N,Working,Higher education,0,0.6087603639457199,0.4632753280912678,-2771.0,-741.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5386466662355497,0.6658549219640212,-21.0,0.0
Revolving loans,F,N,Commercial associate,Secondary / secondary special,0,0.7066687035058237,0.2692857999073816,-973.0,-1498.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.5704841851970538,0.2580842039460289,-4534.0,-1.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5769178679638441,0.5937175866150576,-5094.0,-757.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.4241056046029819,0.5147465544741232,-4288.0,0.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.7148947588315154,0.5147465544741232,-3716.0,-2071.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6873888939432432,0.6430255641096323,-1830.0,-706.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.5049929932346781,0.5147465544741232,-8191.0,-316.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.6520012727893812,0.5762088360175724,-10221.0,-912.0
Cash loans,M,Y,Working,Lower secondary,0,0.7173619599593117,0.4170996682522097,-5575.0,-1518.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.2487296976618488,0.4311917977993083,-1778.0,-480.0
Cash loans,F,N,Working,Higher education,0,0.6356662013755796,0.1940678276718812,-1107.0,-252.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.7641927963128015,0.6006575372857061,-6925.0,-1624.0
Cash loans,F,N,State servant,Higher education,0,0.4162688906105901,0.4311917977993083,-46.0,-1936.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.1666533217306728,0.5147465544741232,-5116.0,-394.0
Cash loans,F,N,Commercial associate,Higher education,0,0.6785017177418924,0.5147465544741232,-3792.0,-373.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.0994384723378642,0.2276129150623945,-800.0,-878.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.1148978799944067,0.4596904504249018,-5089.0,-34.0
Cash loans,F,N,Pensioner,Higher education,0,0.5466731676181352,0.1575949986663102,-10157.0,-1638.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6347135612265906,0.6397075677637197,-7909.0,0.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5239831365849477,0.3233112448967859,-10252.0,-722.0
Cash loans,F,N,Working,Higher education,0,0.0891731380945352,0.5620604831738043,-3039.0,-2466.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.2652563401861944,0.5147465544741232,-697.0,-1188.0
Cash loans,F,N,Commercial associate,Incomplete higher,0,0.3335997877792448,0.7121551551910698,-4481.0,-784.0
Cash loans,F,Y,Working,Higher education,0,0.4857426190017729,0.3962195720630885,-950.0,-506.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.7727554915060653,0.5779691187553125,-5422.0,-2232.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6411935169260798,0.5147465544741232,-2661.0,-1989.0
Cash loans,F,N,Commercial associate,Higher education,0,0.6646901704498668,0.2250868621163805,-444.0,-989.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.4613679468307058,0.5867400085415683,-621.0,-540.0
Cash loans,M,N,Pensioner,Secondary / secondary special,1,0.3531400069585059,0.0896306690871315,-5727.0,-34.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.4344022182504288,0.6430255641096323,-14706.0,0.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.4767842822936214,0.7252764347002191,-7656.0,0.0
Revolving loans,F,N,Commercial associate,Higher education,0,0.1041992863186995,0.5147465544741232,-2323.0,-205.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.4389476127033533,0.5406544504453575,-537.0,0.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.3562381836550073,0.5147465544741232,-7220.0,-2568.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5117316878854499,0.7180328113294772,-2232.0,-399.0
Revolving loans,M,Y,Working,Secondary / secondary special,0,0.6530524018150384,0.5064842396679806,-3538.0,-1260.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.5920100952053687,0.3062022983135042,-5613.0,-2615.0
Cash loans,F,N,Working,Higher education,0,0.5513457343588444,0.5147465544741232,-6741.0,-25.0
Revolving loans,M,Y,Commercial associate,Higher education,0,0.746821463000643,0.3859146722745145,-453.0,-315.0
Cash loans,M,N,Working,Secondary / secondary special,1,0.5298102697760758,0.5814837058057234,-9814.0,-2202.0
Cash loans,F,N,State servant,Secondary / secondary special,0,0.6447726340293609,0.2392262794694045,-7613.0,-1836.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5954281670317847,0.3774042489507649,-3349.0,-1209.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.6981441986067075,0.5147465544741232,-8421.0,-3.0
Cash loans,F,N,Working,Higher education,0,0.6935949896488625,0.8633633824101478,-2568.0,-729.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6461787869792647,0.5147465544741232,-5700.0,-1138.0
Revolving loans,F,N,Pensioner,Secondary / secondary special,0,0.7520201434485317,0.5147465544741232,-10489.0,-1099.0
Cash loans,F,N,Pensioner,Higher education,0,0.5694497354091982,0.6347055309763198,-8829.0,-1058.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.1141682568387318,0.3425288720742255,-1048.0,0.0
Revolving loans,F,N,Working,Higher education,0,0.6019272106981407,0.3108182544189319,-9721.0,-380.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.6407557066290093,0.5832379256761245,-2535.0,-1853.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.4726019397886651,0.520897599048938,-2560.0,-2442.0
